FECHA,DEPARTAMENTO,MUNICIPIO,DIA,HORA,BARRIO,ZONA ,CLASE DE SITIO ,ARMA O MEDIO,MOVIL VICTIMA ,MOVIL AGRESOR ,EDAD ,GENERO ,ESTADO CIVIL,CLASE EMPLEADO,PROFESION,ESCOLARIDAD,PAIS NACE,CODIGO DANE ,2013
12/03/2013 12:00:00 AM,CASANARE,YOPAL (CT),Martes,5:00,-,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,VEHICULO,A PIE,39,FEMENINO,VIUDO,EMPLEADO PARTICULAR,NO REPORTADA,PRIMARIA,COLOMBIA,"73,001,000",1
12/03/2013 12:00:00 AM,NORTE DE SANTANDER,ABREGO,Martes,13:00,-,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,VEHICULO,47,MASCULINO,CASADO,AGRICULTOR,NO REPORTADA,SECUNDARIA,COLOMBIA,"20,310,000",1
13/03/2013,NARIÑO,PASTO (CT),Miércoles,16:45,VDA ALTO CASANARE CATAMBUCO,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,A PIE,84,MASCULINO,CASADO,GANADERO,NO REPORTADA,PRIMARIA,COLOMBIA,"54,206,000",1
14/03/2013,PUTUMAYO,PUERTO GUZMÁN,Jueves,14:00,-,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,VEHICULO,7,FEMENINO,SOLTERO,ESTUDIANTE,NO REPORTADA,NO REPORTADO,COLOMBIA,"76,001,000",1
14/03/2013,RISARALDA,PEREIRA (CT),Jueves,21:50,LAS PALMAS RIO OTUN,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,A PIE,30,MASCULINO,CASADO,DESEMPLEADO,NO REPORTADA,SECUNDARIA,COLOMBIA,"19,845,000",1
16/03/2013,ARAUCA,TAME,Sábado,10:00,VEREDA PUERTO JORDAN,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,A PIE,46,MASCULINO,CASADO,EMPLEADO PARTICULAR,INGENIERO CIVIL,SUPERIOR,COLOMBIA,"19,845,000",1
18/03/2013,ARAUCA,ARAUCA (CT),Lunes,16:40,VEREDA PANAMA DE ARAUCA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"52,215,000",1
18/03/2013,ARAUCA,ARAUCA (CT),Lunes,16:40,VEREDA PANAMA DE ARAUCA,URBANA,VIAS PUBLICAS,NO REPORTADA,CONDUCTOR MOTOCICLETA,NO REPORTADA,40,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADA,TECNICO,COLOMBIA,"41,132,000",1
18/03/2013,ARAUCA,ARAUCA (CT),Lunes,16:40,VEREDA PANAMA DE ARAUCA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"11,001,000",1
19/03/2013,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,5:30,CALANDAIMA E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,16,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"41,020,000",1
19/03/2013,VALLE,CALI (CT),Martes,6:15,CHAPINERO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADA,TECNOLOGO,COLOMBIA,"20,011,000",1
19/03/2013,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,20:00,GALERIAS E-13,URBANA,VIAS PUBLICAS,NO REPORTADA,A PIE,A PIE,29,FEMENINO,SOLTERO,COMERCIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"11,001,000",1
21/03/2013,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,3:00,LOMBARDIA II E-11,URBANA,FRENTE A ALMACEN NO REPORTADA VIA PUBLICA,ARMA BLANCA / CORTOPUNZANTE,A PIE,VEHICULO,57,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,ADMINISTRADOR DE EMPRESAS,SUPERIOR,COLOMBIA,"81,794,000",1
