departamento,estacion,numerodecontacto,cuadrante
ValledeAburra,Estación de Policía la castilla,"3,014,382,028",15
Bogotá,Estación de Policía barrios unidos,"3,008,086,765",14
Barranquilla,Estación de Policía malambo,"3,015,780,327",5
Cali,Estación de Policía la rivera,"3,014,383,724",9
Bogotá,Estación de Policía puente aranda,"3,017,533,000",11
Bogotá,Estación de Policía fontibon,"3,002,000,622",19
Cali,Estación desepaz,"3,013,938,534",22
Cúcuta,Estación de Policía los patios,"3,174,338,104",2
Bogotá,Estación de Policía san cristobal,"3,013,460,331",58
ValledeAburra,Estación de Policía la castilla,"3,127,204,958",11
Pereira,Estación de Policía dos quebradas,"3,137,060,696",3
Valle,Estación de Policía roldanillo,"3,103,471,271",3
Cesar,Estación de Policía Aguachica,"3,153,844,920",2
Cali,Estación desepaz,"3,105,122,116",5
Neiva,Estación de Policía palermo,"3,016,528,600",2
ValledeAburra,Estación de Policía la candelaria,"3,127,212,231",4
Bucaramanga,Estación giron centro,"3,013,461,906",3
Cali,Estación el diamante,"3,105,304,916",1
Ibague,Estación de policía centro,"3,013,460,405",28
Cali,Estación limonar,"3,014,408,220",12
Neiva,Estación de Policía neiva,"3,016,554,921",52
SantaMarta,Estación de Policía rodrigo de bastidas,"3,008,737,761",15
Cali,Estación mariano ramos,"3,105,234,183",4
Bogotá,Estación de Policía ciudad bolivar,"3,017,534,162",40
ValledeAburra,Estación de Policía la candelaria,"3,127,218,760",5
Nariño,Estación ipiales,"3,156,549,386",1
Villavicencio,Estación de Policía Fundadores,"3,212,834,585",12
Bogotá,Estación de Policía suba,"3,007,924,531",26
Neiva,Estación de Policía neiva,"3,016,555,221",35
Barranquilla,Estación de Policía el silencio,"3,013,461,809",6
Quindio,Estación Armenia,"3,118,187,262",28
Cúcuta,Estación puerto santander,"3,155,499,387",8
Valle,Estación de Policía Cascajal,"3,014,382,067",2
Cali,Estación de Policía yumbo,"3,105,294,396",4
Bogotá,Estación de Policía rafael uribe,"3,002,005,923",16
Cartagena,Estación de Policía caribe norte,"3,215,042,573",15
Pasto,Estación norte,"3,218,431,120",20
ValledeAburra,Estación de Policía bello,"3,127,205,036",14
Pereira,subEstación arabia,"3,113,375,989",1
Bogotá,Estación de Policía san cristobal,"3,017,538,303",42
Bogotá,Estación de Policía kennedy,"3,008,006,726",80
Bogotá,Estación de Policía bosa,"3,017,553,530",13
Cartagena,Estación de Policía caribe norte,"3,106,064,606",11
Cúcuta,Estación de Policía centro,"3,157,447,462",19
Bucaramanga,Estación e-03 sur,"3,013,461,870",15
Bogotá,Estación de Policía chapinero,"3,017,563,550",23
ValledeAburra,Estación de Policía la estrella,"3,127,127,645",1
SantaMarta,Estación de Policía sitio nuevo,"3,174,426,054",2
Valle,Estación de Policía tulua,"3,016,521,500",3
Villavicencio,Estación de Policía Fundadores,"3,212,831,997",7
Meta,Estación de Policía San Carlos de Guaroa,"3,122,581,670",1
Cali,Estación la maria,"3,014,655,236",6
Bogotá,Estación de Policía tunjuelito,"3,013,460,305",25
Magdalena,Estación de Policía Fundación,"3,016,558,529",2
Cartagena,Estación de Policía centro historico,"3,106,304,445",17
Bogotá,Estación de Policía puente aranda,"3,017,562,071",13
Cali,Estación la flora,"3,105,304,022",6
ValledeAburra,Estación copacabana,"3,127,214,950",4
Bogotá,Estación de Policía chapinero,"3,002,011,027",28
Bogotá,Estación de Policía engativa,"3,002,015,278",29
Bogotá,Estación de Policía suba,"3,013,460,814",97
Cartagena,Estación de Policía caribe norte,"3,106,361,232",10
ValledeAburra,Estación de Policía doce de octubre,"3,127,207,133",6
Bogotá,Estación de Policía san cristobal,"3,002,021,923",28
ValledeAburra,Estación de Policía la castilla,"3,006,168,099",37
Cúcuta,Estación de Policía centro,"3,153,302,889",18
Cartagena,Estación de Policía bocagrande,"3,215,051,037",9
ValledeAburra,Estación de Policía envigado,"3,127,203,772",13
Bogotá,Estación de Policía tunjuelito,"3,008,057,601",6
Cali,Estación limonar,"3,105,300,658",4
Valle,Estación de Policía Cascajal,"3,014,384,962",6
Cartagena,Estación de Policía el pozon,"3,008,897,349",10
Bogotá,Estación de Policía kennedy,"3,008,087,780",43
Quindio,Estación de Policía quimbaya,"3,122,908,783",2
Ibague,Estación de policía centro,"3,013,460,573",3
Bogotá,Estación de Policía suba,"3,017,537,969",41
Bogotá,Estación de Policía santa fe,"3,017,577,786",19
Cali,Estación los mangos,"3,105,248,317",4
Meta,Estación de Policía Puerto Gaitan,"3,112,907,677",4
Bogotá,Estación de Policía engativa,"3,013,460,216",66
Valle,Estación de Policía cartago,"3,014,408,392",3
Bogotá,Estación de Policía suba,"3,002,007,930",58
Bucaramanga,Estación e-03 sur,"3,013,461,860",11
Bogotá,Estación de Policía candelaria,"3,013,460,730",16
ValledeAburra,Estación de Policía la candelaria,"3,006,172,871",58
Valle,Estación de Policía Cascajal,"3,016,567,677",30
Cundinamarca,Estación de Policía Compartir,"3,203,774,244",7
Barranquilla,Estación de Policía simon bolivar,"3,013,461,257",8
ValledeAburra,Estación de Policía la castilla,"3,014,650,738",18
Bogotá,Estación de Policía kennedy,"3,013,460,747",123
Bogotá,Estación de Policía chapinero,"3,017,533,189",30
Villavicencio,Estación de Policía Fundadores,"3,212,856,020",22
ValledeAburra,Estación de Policía la castilla,"3,127,200,343",9
Antioquia,Estación de Policía Remedios,"3,127,465,196",2
Barranquilla,Estación de Policía bosque,"3,015,795,722",8
Meta,Estación de Policía Puerto Gaitan,"3,102,747,639",5
Barranquilla,Estación de Policía puerto colombia,"3,013,461,777",4
Cúcuta,Estación de Policía centro,"3,155,779,057",8
Bogotá,Estación de Policía suba,"3,008,051,435",52
Bogotá,Estación de Policía teusaquillo,"3,002,011,410",3
ValledeAburra,Estación de Policía San Antonio de Prado,"3,127,206,020",2
Bogotá,Estación de Policía kennedy,"3,002,026,084",63
Cali,Estación de Policía floralia,"3,012,470,443",7
Valle,Estación de Policía Cascajal,"3,014,404,406",22
Popayán,Estación de policía sur popayán,"3,014,390,744",42
Bogotá,Estación de Policía bosa,"3,017,606,783",20
Ibague,Estación de policía norte,"3,013,460,480",3
Bogotá,Estación de Policía puente aranda,"3,008,091,620",6
Antioquia,Estación Tarso,"3,127,956,042",1
Antioquia,Estación Rionegro,"3,166,925,781",3
Bogotá,Estación de Policía usaquen,"3,013,460,976",46
Cali,Estación el vallado,"3,014,647,348",18
Bogotá,Estación de Policía kennedy,"3,017,560,471",18
Neiva,Estación de Policía neiva,"3,016,558,291",4
Cartagena,Estación de Policía centro historico,"3,135,456,183",11
Cartagena,Estación de Policía bocagrande,"3,106,367,636",5
Bucaramanga,Estación e-02 centro,"3,013,460,644",7
Quindio,Estación Armenia,"3,128,221,634",17
Cali,Estación desepaz,"3,105,278,281",19
Cali,Estación de Policía alfonso lopez,"3,105,324,133",7
Bogotá,Estación de Policía ciudad bolivar,"3,013,460,376",82
Cúcuta,Estación de Policía los patios,"3,167,391,794",1
Bogotá,Estación de Policía usaquen,"3,017,564,350",26
Bogotá,Estación de Policía san cristobal,"3,017,556,051",19
ValledeAburra,Estación copacabana,"3,127,204,115",3
Valle,Estación de Policía Cascajal,"3,014,381,370",37
Bogotá,Estación de Policía bosa,"3,008,095,142",9
Cali,Estación fray damian,"3,014,404,328",7
Cundinamarca,Estación de Policía Tenjo,"3,102,244,548",1
ValledeAburra,Estación de Policía poblado,"3,127,222,130",1
Bogotá,Estación de Policía candelaria,"3,013,460,727",19
Ibague,Estación de policía norte,"3,013,460,462",29
Pasto,Estación centro,"3,218,431,134",10
Cali,Estación de Policía la rivera,"3,105,281,384",3
Cesar,Estación de Policía Aguachica,"3,157,432,072",1
Bogotá,Estación de Policía kennedy,"3,002,018,556",89
Bogotá,Estación de Policía tunjuelito,"3,013,460,309",22
Bogotá,Estación de Policía teusaquillo,"3,002,030,312",8
ValledeAburra,Estación de Policía la candelaria,"3,006,151,319",42
Ibague,Estación de policía centro,"3,013,460,395",13
ValledeAburra,Estación de Policía manrique,"3,127,211,097",7
Cali,Estación de Policía yumbo,"3,014,659,137",13
Cali,Estación la sultana,"3,105,288,833",4
Bogotá,Estación de Policía kennedy,"3,002,000,290",75
Neiva,Estación de Policía neiva,"3,016,528,163",70
Villavicencio,Estación de Policía Fundadores,"3,212,834,557",11
Cali,Estación el vallado,"3,105,327,719",8
Bogotá,Estación de Policía bosa,"3,008,005,975",42
ValledeAburra,Estación San Javier,"3,013,926,779",11
ValledeAburra,Estación copacabana,"3,127,218,340",1
Bogotá,Estación de Policía puente aranda,"3,017,537,818",18
Villavicencio,Estación de Policía Villavicencio,"3,212,554,987",4
Cúcuta,Estación de Policía belen,"3,174,402,605",1
Pasto,Estación sur,"3,218,431,170",22
Bogotá,Estación de Policía san cristobal,"3,008,098,282",40
Barranquilla,Estación de Policía riomar,"3,013,461,749",1
Popayán,Estación de policía norte popayán,"3,014,400,742",23
ValledeAburra,Estación de Policía poblado,"3,127,225,254",5
Villavicencio,Estación de Policía Centauros,"3,214,514,470",1
Cali,Estación terron colorado,"3,014,401,683",8
Cali,Estación terron colorado,"3,105,318,022",2
Bogotá,Estación de Policía kennedy,"3,013,460,182",103
Cali,Estación desepaz,"3,105,280,434",11
Popayán,Estación de policía norte popayán,"3,014,396,245",11
Pereira,Estación ciudadela del cafe,"3,105,308,862",3
Cartagena,Estación de Policía caribe norte,"3,135,430,932",18
Ibague,Estación de policía sur,"3,013,462,035",26
Ibague,Estación de policía sur,"3,013,460,496",27
Santander,Estación de Policía cimitarra,"3,016,537,419",2
SantaMarta,Estación de Policía el rodadero,"3,008,740,435",3
Neiva,Estación de Policía neiva,"3,016,555,901",56
Bogotá,Estación de Policía suba,"3,013,460,961",109
Bogotá,Estación de Policía suba,"3,013,460,908",80
Cartagena,Estación de Policía los caracoles,"3,106,046,683",19
Bogotá,Estación de Policía bosa,"3,013,460,226",79
Meta,Estación de Policía Fuente de Oro,"3,124,623,369",1
ValledeAburra,Estación de Policía poblado,"3,006,147,852",28
Bogotá,Estación de Policía usaquen,"3,017,559,699",51
Risaralda,Estación de Policía santa rosa de cabal,"3,137,150,114",3
Antioquia,Estación Rionegro,"3,168,767,758",5
Cartagena,Estación de Policía nuevo bosque,"3,015,433,492",14
SantaMarta,Estación de Policía el rodadero,"3,008,743,821",9
Pasto,Estación sur,"3,218,431,168",20
Risaralda,Estación de Policía santuario,"3,113,505,580",1
Villavicencio,Estación de Policía Fundadores,"3,212,835,854",13
Bogotá,Estación de Policía antonio nariño,"3,013,460,737",28
Cali,Estación desepaz,"3,105,334,717",14
Bogotá,Estación de Policía suba,"3,008,006,386",45
Bogotá,Estación de Policía suba,"3,008,098,984",4
Cali,Estación de Policía alfonso lopez,"3,014,657,554",12
Bogotá,Estación de Policía usaquen,"3,002,028,117",31
ValledeAburra,Estación de Policía la castilla,"3,127,219,520",7
Pasto,Estación sur,"3,218,431,162",14
Pereira,Estación de Policía dos quebradas,"3,105,338,197",1
Bogotá,Estación de Policía teusaquillo,"3,013,460,968",35
Uraba,Estación de Policía apartado,"3,016,537,871",5
Barranquilla,Estación de Policía bosque,"3,013,461,347",14
Caldas,Estación de Policía Manizales,"3,217,082,707",19
Bogotá,Estación de Policía usme,"3,007,925,393",30
Bogotá,Estación de Policía martires,"3,013,460,706",33
Cartagena,Estación de Policía el pozon,"3,107,318,776",2
Bogotá,Estación de Policía rafael uribe,"3,008,094,682",24
Neiva,Estación de Policía neiva,"3,016,529,065",64
Cartagena,Estación de Policía los caracoles,"3,145,616,225",4
Cartagena,Estación de Policía nuevo bosque,"3,135,632,091",17
Valle,Estación de Policía Cascajal,"3,014,395,173",11
SantaMarta,Estación de Policía rodrigo de bastidas,"3,008,748,800",12
Caqueta,Estación de Policía puerto rico,"3,176,372,344",3
Quindio,Estación Armenia,"3,128,208,863",18
Boyaca,Estación de Policía Chiquinquira,"3,013,070,973",6
