departamento,estacion,numerodecontacto,cuadrante
Bogotá,Estación de Policía bosa,"3,008,086,468",36
Bogotá,Estación de Policía martires,"3,002,002,357",15
ValledeAburra,Estación de Policía poblado,"3,006,172,903",18
Bogotá,Estación de Policía fontibon,"3,013,460,194",37
Bogotá,Estación de Policía teusaquillo,"3,002,010,602",10
Caldas,Estación de Policía Manizales,"3,217,035,504",22
Bogotá,Estación de Policía ciudad bolivar,"3,008,051,843",63
ValledeAburra,Estación de Policía poblado,"3,006,172,535",13
ValledeAburra,Estación de Policía belen,"3,006,163,435",42
Bogotá,Estación de Policía chapinero,"3,017,563,456",4
Bogotá,Estación de Policía barrios unidos,"3,002,018,192",2
MagdalenaMedio,Estación de Policía Puerto Boyaca,"3,208,800,602",1
Pasto,Estación centro,"3,218,431,128",4
Bogotá,Estación de Policía barrios unidos,"3,013,461,417",35
Cali,Estación mariano ramos,"3,105,118,886",1
Barranquilla,Estación de Policía muvdi,"3,015,779,770",5
Bogotá,Estación de Policía martires,"3,017,601,998",19
Cali,Estación de Policía jamundi,"3,117,014,071",4
Cundinamarca,Estación de Policía Chia,"3,017,791,812",3
Bogotá,Estación de Policía candelaria,"3,017,606,983",7
SantaMarta,Estación de Policía la paz,"3,008,739,215",5
Bogotá,Estación de Policía fontibon,"3,013,460,191",38
Cesar,Estación de Policía Valledupar,"3,016,335,679",2
Bogotá,Estación de Policía martires,"3,008,005,750",14
Bogotá,Estación de Policía kennedy,"3,017,537,656",86
Quindio,Estación Armenia,"3,147,953,587",27
Cali,Estación limonar,"3,105,307,227",3
Cúcuta,Estación de Policía centro,"3,154,983,870",12
Bogotá,Estación de Policía ciudad bolivar,"3,002,018,922",5
Villavicencio,Estación de Policía Restrepo,"3,212,058,913",2
Bogotá,Estación de Policía bosa,"3,017,538,288",48
ValledeAburra,Estación de Policía envigado,"3,127,219,455",24
Bogotá,Estación de Policía ciudad bolivar,"3,008,082,702",57
Bogotá,Estación de Policía ciudad bolivar,"3,017,571,857",8
Bogotá,Estación de Policía kennedy,"3,002,015,089",21
Bogotá,Estación de Policía santa fe,"3,013,460,667",53
ValledeAburra,Estación de Policía envigado,"3,127,427,667",20
ValledeAburra,Estación de Policía San Antonio de Prado,"3,014,437,017",3
Cartagena,Estación de Policía nuevo bosque,"3,013,461,779",12
ValledeAburra,Estación de Policía la candelaria,"3,006,150,387",61
Bogotá,Estación de Policía bosa,"3,002,030,745",12
ValledeAburra,Estación de Policía la candelaria,"3,014,651,160",32
Valle,Estación de Policía buga,"3,014,398,011",8
ValledeAburra,Estación de Policía la castilla,"3,127,217,053",6
Bogotá,Estación de Policía barrios unidos,"3,002,014,491",8
Cartagena,Estación de Policía caribe norte,"3,215,045,158",16
Bogotá,Estación de Policía chapinero,"3,013,460,944",35
Bogotá,Estación de Policía chapinero,"3,013,460,802",54
Cordoba,Estación de Policía Lorica,"3,107,295,893",1
Neiva,Estación de Policía neiva,"3,016,555,107",32
Pereira,Estación pereira,"3,113,773,590",14
Cúcuta,Estación de Policía libertad,"3,155,836,915",2
Barranquilla,Estación de Policía muvdi,"3,013,461,235",1
Valle,Estación de Policía argelia,"3,137,499,668",1
Cordoba,Estación de Policía Tierralta,"3,135,449,482",1
Santander,Estación malaga,"3,107,945,364",1
Cali,Estación de Policía nueva floresta,"3,105,136,985",1
Cali,Estación de Policía agua blanca,"3,105,141,277",5
Cundinamarca,Estación de Policía Compartir,"3,004,726,751",5
Villavicencio,Estación de Policía Villavicencio,"3,212,606,846",12
Ibague,Estación de policía sur,"3,013,460,534",12
Cali,Estación los mangos,"3,105,260,610",1
Bucaramanga,Estación e-02 centro,"3,013,460,638",2
Cúcuta,Estación de Policía centro,"3,152,104,314",7
Villavicencio,Estación de Policía Fundadores,"3,212,849,754",16
Antioquia,Estación Valparaíso,"3,206,750,486",1
Bogotá,Estación de Policía suba,"3,013,460,836",93
Boyaca,Estación de Policía de Policía Sogamoso,"3,004,604,445",4
Bogotá,Estación de Policía suba,"3,008,082,914",10
Bogotá,Estación de Policía kennedy,"3,017,601,990",76
Valle,Estación de Policía palmira,"3,014,402,434",15
Valle,Estación de Policía tulua,"3,016,523,997",4
ValledeAburra,Estación de Policía poblado,"3,006,173,025",15
Villavicencio,Estación de Policía Fundadores,"3,212,856,074",24
Bogotá,Estación de Policía chapinero,"3,008,088,303",5
SantaMarta,Estación de Policía distrito turistico de santa marta,"3,008,742,178",19
ValledeAburra,Estación de Policía aranjuez,"3,006,155,920",30
Bogotá,Estación de Policía usaquen,"3,007,458,769",41
Bogotá,Estación de Policía bosa,"3,017,606,325",17
Valle,Estación de Policía palmira,"3,014,406,793",1
Bogotá,Estación de Policía bosa,"3,008,091,016",19
Bogotá,Estación de Policía rafael uribe,"3,007,410,503",28
Cali,Estación de Policía municipal,"3,014,397,284",8
Bucaramanga,Estación giron centro,"3,013,461,910",5
Valle,Estación de Policía tulua,"3,016,521,495",19
Cali,Estación de Policía alfonso lopez,"3,014,655,878",10
Bogotá,Estación de Policía engativa,"3,017,534,302",16
Cartagena,Estación de Policía el pozon,"3,216,745,827",11
Bogotá,Estación de Policía engativa,"3,017,559,470",36
ValledeAburra,Estación de Policía bello,"3,127,215,095",18
Bogotá,Estación de Policía san cristobal,"3,013,460,346",51
Cúcuta,Estación de Policía libertad,"3,174,410,566",6
Bogotá,Estación de Policía kennedy,"3,002,015,554",87
ValledeAburra,Estación de Policía la castilla,"3,006,173,249",30
Bogotá,Estación de Policía candelaria,"3,008,086,383",10
Bogotá,Estación de Policía barrios unidos,"3,013,460,821",25
Bogotá,Estación de Policía ciudad bolivar,"3,013,460,974",71
Pereira,Estación pereira,"3,104,930,500",2
Bucaramanga,Estación e-03 sur,"3,013,461,839",1
Pereira,subEstación la bella,"3,206,804,537",1
Cartagena,Estación de Policía los caracoles,"3,106,511,569",14
Villavicencio,Estación de Policía Fundadores,"3,212,861,947",26
Cali,Estación san francisco,"3,014,891,867",5
Quindio,Estación Armenia,"3,218,005,786",22
Bogotá,Estación de Policía chapinero,"3,008,059,361",1
Barranquilla,Estación de Policía centro historico,"3,013,461,419",3
Bogotá,Estación de Policía engativa,"3,002,007,555",13
Bogotá,Estación de Policía usaquen,"3,004,022,481",59
Bogotá,Estación de Policía rafael uribe,"3,008,098,352",6
ValledeAburra,Estación de Policía belen,"3,006,163,539",39
ValledeAburra,Estación de Policía aranjuez,"3,127,211,252",8
Cali,Estación mariano ramos,"3,105,142,381",3
Bogotá,Estación de Policía usaquen,"3,017,559,363",5
Pasto,Estación sur,"3,218,431,157",9
ValledeAburra,Estación de Policía la candelaria,"3,014,583,678",18
Bogotá,Estación de Policía engativa,"3,008,092,069",53
Bogotá,Estación de Policía teusaquillo,"3,008,003,836",2
Pasto,Estación centro,"3,218,431,125",1
Cúcuta,Estación de Policía centro,"3,155,499,674",16
SantaMarta,Estación de Policía rodrigo de bastidas,"3,008,741,171",10
ValledeAburra,Estación de Policía itagui,"3,127,217,028",15
SantaMarta,Estación de Policía pueblo viejo,"3,174,330,180",3
Cali,Estación terron colorado,"3,014,391,934",7
Barranquilla,Estación de Policía centro historico,"3,013,461,735",9
Cúcuta,Estación de Policía libertad,"3,153,255,214",8
Cali,Estación terron colorado,"3,014,384,677",5
Ibague,Estación de policía norte,"3,013,460,551",2
Bucaramanga,Estación e-01 norte,"3,013,460,629",18
ValledeAburra,Estación de Policía poblado,"3,127,215,038",2
Bogotá,Estación de Policía engativa,"3,017,537,729",17
Bogotá,Estación de Policía kennedy,"3,016,828,752",2
Ibague,Estación de policía norte,"3,013,460,446",8
Barranquilla,Estación de Policía los almendros,"3,013,461,216",1
ValledeAburra,Estación de Policía aranjuez,"3,127,210,066",2
Bucaramanga,Estación e-03 sur,"3,013,461,854",9
Bogotá,Estación de Policía ciudad bolivar,"3,017,555,464",4
Valle,Estación de Policía Cascajal,"3,014,400,712",19
Pasto,Estación sur,"3,218,431,160",12
Antioquia,Estación Tamesis,"3,116,018,609",1
Bogotá,Estación de Policía chapinero,"3,002,014,158",10
Cali,Estación de Policía yumbo,"3,014,653,055",12
Barranquilla,Estación de Policía malambo,"3,015,780,004",6
Cali,Estación de Policía alfonso lopez,"3,105,275,957",6
Valle,Estación de Policía Cascajal,"3,014,407,910",32
Bogotá,Estación de Policía kennedy,"3,002,742,137",124
Barranquilla,Estación de Policía ciudadela,"3,015,796,313",4
Pereira,Estación pereira,"3,122,328,020",19
ValledeAburra,Estación de Policía belen,"3,006,147,756",35
Bogotá,Estación de Policía san cristobal,"3,008,057,835",36
Cúcuta,Estación de Policía centro,"3,152,808,780",2
Villavicencio,Estación de Policía Fundadores,"3,212,832,043",8
Cali,Estación el vallado,"3,105,252,993",9
Villavicencio,Estación de Policía Acacias,"3,016,555,498",5
Bogotá,Estación de Policía kennedy,"3,008,057,366",68
NortedeSantander,Estación ocaña,"3,016,566,679",7
Bogotá,Estación de Policía teusaquillo,"3,008,095,207",25
Bucaramanga,Estación piedecuesta centro,"3,013,461,923",3
Guajira,Estación de Policía Maicao,"3,205,062,542",9
Quindio,Estación Armenia,"3,128,189,228",8
Bogotá,Estación de Policía puente aranda,"3,002,006,695",15
ValledeAburra,Estación de Policía popular,"3,127,229,583",3
Tolima,Estación de Policía espinal,"3,203,446,945",1
Pereira,subEstación el retiro,"3,174,922,196",1
ValledeAburra,Estación de Policía la candelaria,"3,014,581,935",16
Bogotá,Estación de Policía ciudad bolivar,"3,002,005,173",43
Valle,Estación de Policía palmira,"3,014,400,336",5
Bogotá,Estación de Policía engativa,"3,017,563,724",49
Cali,Estación de Policía la rivera,"3,105,286,734",1
ValledeAburra,Estación San Javier,"3,127,202,824",3
Bogotá,Estación de Policía antonio nariño,"3,017,559,311",21
Bogotá,Estación de Policía barrios unidos,"3,007,924,269",3
Cali,Estación el vallado,"3,105,302,862",7
Bogotá,Estación de Policía bosa,"3,017,604,263",11
Caldas,Estación de Policía salamina,"3,016,558,620",1
ValledeAburra,Estación Laureles,"3,127,138,462",4
Bogotá,Estación de Policía antonio nariño,"3,008,089,191",10
Bogotá,Estación de Policía usme,"3,013,460,299",32
Bogotá,Estación de Policía santa fe,"3,017,566,189",36
Cali,Estación san francisco,"3,014,390,469",10
Bogotá,Estación de Policía puente aranda,"3,013,460,693",30
Bogotá,Estación de Policía san cristobal,"3,013,460,357",45
SantaMarta,Estación de Policía distrito turistico de santa marta,"3,008,747,154",28
Valle,Estación de Policía Cascajal,"3,014,406,997",21
Putumayo,Estación de Policía puerto asis,"3,118,963,560",2
Cartagena,Estación de Policía centro historico,"3,106,324,819",21
Bogotá,Estación de Policía santa fe,"3,002,004,862",12
Bogotá,Estación de Policía suba,"3,013,460,884",86
Bogotá,Estación de Policía bosa,"3,002,023,541",33
Barranquilla,Estación de Policía ciudadela,"3,015,796,710",8
Valle,Estación de Policía cartago,"3,014,382,499",9
Barranquilla,Estación de Policía bosque,"3,015,796,284",13
Bogotá,Estación de Policía san cristobal,"3,002,006,928",37
Bogotá,Estación de Policía puente aranda,"3,013,460,687",32
Barranquilla,Estación de Policía centro historico,"3,013,461,410",15
Caldas,Estación de Policía Manizales,"3,217,090,339",15
ValledeAburra,Estación Laureles,"3,006,171,036",20
Bogotá,Estación de Policía suba,"3,017,534,293",51
Bogotá,Estación de Policía suba,"3,017,562,579",33
Cali,Estación de Policía nueva floresta,"3,012,470,900",7
ValledeAburra,Estación de Policía la candelaria,"3,006,150,973",41
Bogotá,Estación de Policía kennedy,"3,002,018,244",24
Cali,subEstación el cabuyal,"3,105,166,802",1
Valle,Estación de Policía palmira,"3,014,404,240",21
ValledeAburra,Estación de Policía aranjuez,"3,014,407,897",12
Valle,Estación de Policía palmira,"3,014,404,545",16
Bogotá,Estación de Policía ciudad bolivar,"3,017,563,604",46
Villavicencio,Estación de Policía Villavicencio,"3,016,557,743",8
Bogotá,Estación de Policía puente aranda,"3,002,007,398",10
Cali,Estación vijes,"3,014,388,553",2
Valle,Estación de Policía ansermanuevo,"3,128,530,882",2
Antioquia,Estación de Policía Segovia,"3,147,728,539",2
Neiva,Estación de Policía neiva,"3,016,555,573",39
Bogotá,Estación de Policía kennedy,"3,017,561,609",39
Valle,Estación de Policía cartago,"3,014,382,926",8
ValledeAburra,Estación de Policía itagui,"3,127,149,851",13
Valle,Estación de Policía cartago,"3,014,381,214",7
Bogotá,Estación de Policía san cristobal,"3,017,602,957",9
Bogotá,Estación de Policía san cristobal,"3,002,022,125",43
Cesar,Estación de Policía Bosconia,"3,126,516,746",1
ValledeAburra,Estación de Policía envigado,"3,042,465,868",22
Bogotá,Estación de Policía bosa,"3,013,460,269",72
Cundinamarca,Estación de Policía Pacho,"3,135,132,412",1
Cartagena,Estación de Policía virgen y turistica,"3,106,030,122",5
Valle,Estación de Policía tulua,"3,016,527,720",11
Valle,Estación de Policía palmira,"3,014,400,082",9
Ibague,Estación de policía sur,"3,013,460,504",29
Pereira,subEstación galicia,"3,105,363,795",1
Bogotá,Estación de Policía suba,"3,013,460,817",102
Quindio,Estación Armenia,"3,128,290,302",4
Ibague,Estación de policía norte,"3,013,460,451",24
ValledeAburra,Estación de Policía la candelaria,"3,014,653,104",35
Cali,Estación de Policía nueva floresta,"3,014,397,910",9
Popayán,Estación de policía norte popayán,"3,014,403,198",29
Pereira,Policía aeroportuaria,"3,013,461,301",1
Pasto,Estación norte,"3,218,431,122",22
Bogotá,Estación de Policía san cristobal,"3,008,099,065",44
Bogotá,Estación de Policía engativa,"3,013,460,214",67
Tolima,Estación de Policía espinal,"3,142,273,945",6
Bogotá,Estación de Policía usaquen,"3,017,560,461",14
Popayán,Estación de policía norte popayán,"3,014,399,987",21
Cúcuta,Estación de Policía el zulia,"3,174,363,662",4
Bogotá,Estación de Policía fontibon,"3,002,028,135",14
Cartagena,Estación de Policía centro historico,"3,135,466,308",14
Bogotá,Estación de Policía antonio nariño,"3,002,020,745",1
Bolivar,Estación de Policía Magangue,"3,016,567,325",4
Neiva,Estación de Policía neiva,"3,016,555,479",31
Cali,Estación junin,"3,105,337,613",3
Cartagena,Estación de Policía virgen y turistica,"3,135,420,926",15
Bogotá,Estación de Policía kennedy,"3,002,015,587",3
Cordoba,Estación de Policía Montelibano,"3,205,852,880",3
Cúcuta,Estación de Policía san cayetano,"3,174,329,636",1
Valle,Estación de Policía bolivar,"3,146,475,165",1
Bogotá,Estación de Policía engativa,"3,017,538,343",14
Bogotá,Estación de Policía fontibon,"3,013,460,190",39
Barranquilla,Estación de Policía riomar,"3,013,461,767",8
Bogotá,Estación de Policía engativa,"3,017,537,563",23
ValledeAburra,Estación de Policía belen,"3,014,313,014",23
Bucaramanga,Estación la cumbre,"3,013,461,897",5
Caldas,Estación de Policía Manizales,"3,217,104,478",20
Bogotá,Estación de Policía ciudad bolivar,"3,008,056,116",52
Pereira,Estación cuba,"3,013,461,372",17
Popayán,Estación de policía sur popayán,"3,014,385,337",22
Pasto,Estación centro,"3,218,431,144",20
Bogotá,Estación de Policía suba,"3,017,534,739",54
Bogotá,Estación de Policía ciudad bolivar,"3,008,058,270",50
Pasto,Estación de Policía tangua,"3,206,145,746",1
Bogotá,Estación de Policía kennedy,"3,002,012,297",93
Risaralda,Estación de Policía santa rosa de cabal,"3,142,820,430",5
Ibague,Estación de policía centro,"3,013,460,560",18
Cartagena,Estación de Policía virgen y turistica,"3,135,637,141",7
Risaralda,Estación de Policía santa rosa de cabal,"3,134,429,988",8
Popayán,Estación de Policía timbio,"3,014,392,130",2
Bogotá,Estación de Policía chapinero,"3,002,024,117",16
Bogotá,Estación de Policía teusaquillo,"3,002,003,705",20
Popayán,Estación de policía norte popayán,"3,014,399,867",24
Cali,subEstación dapa,"3,105,319,937",8
Cúcuta,Estación de Policía ospina perez,"3,155,777,735",4
Cartagena,Estación de Policía bocagrande,"3,106,360,132",7
Cali,subEstación potrerito,"3,105,166,790",1
ValledeAburra,Estación de Policía doce de octubre,"3,005,417,754",7
Cúcuta,Estación puerto santander,"3,174,342,191",4
Bucaramanga,Estación e-01 norte,"3,013,460,627",17
ValledeAburra,Estación de Policía popular,"3,005,417,980",4
Neiva,Estación de Policía neiva,"3,016,555,422",51
Neiva,Estación de Policía neiva,"3,016,530,096",59
Ibague,Estación de policía centro,"3,013,460,401",24
ValledeAburra,Estación de Policía belen,"3,127,129,435",8
Popayán,Estación de policía sur popayán,"3,014,386,636",25
Cundinamarca,Estación de Policía Tabio,"3,202,740,440",1
Bogotá,Estación de Policía fontibon,"3,017,536,078",23
Bogotá,Estación de Policía engativa,"3,008,088,006",39
Popayán,Estación de policía norte popayán,"3,014,403,979",33
Bogotá,Estación de Policía teusaquillo,"3,002,019,189",24
Bogotá,Estación de Policía san cristobal,"3,008,088,923",14
ValledeAburra,Estación Laureles,"3,005,611,595",27
Valle,Estación de Policía roldanillo,"3,146,840,670",2
ValledeAburra,Estación de Policía villa hermosa,"3,127,126,753",1
ValledeAburra,Estación San Javier,"3,013,926,833",12
Bogotá,Estación de Policía martires,"3,013,460,711",30
Bucaramanga,Estación e-03 sur,"3,013,461,842",3
Pasto,Estación norte,"3,218,431,103",3
SantaMarta,Estación de Policía distrito turistico de santa marta,"3,008,744,839",17
Cali,Estación la candelaria,"3,014,671,122",3
Bogotá,Estación de Policía kennedy,"3,008,085,047",62
Cali,Estación san francisco,"3,012,470,557",8
SantaMarta,Estación de Policía la paz,"3,174,329,309",3
Antioquia,Estación Betulia,"3,126,911,836",1
Casanare,Estación Yopal,"3,208,928,383",2
Cali,Estación el vallado,"3,014,645,015",17
Casanare,Estación de Policía Paz de Ariporo,"3,016,566,982",1
Pereira,Estación cuba,"3,013,461,330",13
Bogotá,Estación de Policía candelaria,"3,013,460,729",17
Villavicencio,Estación de Policía Centauros,"3,214,552,437",20
Cartagena,Estación de Policía centro historico,"3,135,462,547",3
ValledeAburra,Estación de Policía manrique,"3,127,138,917",6
Pereira,Estación de Policía dos quebradas,"3,013,461,295",25
Meta,Estación de Policía el Castillo,"3,118,530,616",1
Guajira,Estación de Policía Uribia,"3,106,398,529",2
Cúcuta,Estación de Policía belen,"3,155,836,443",7
Cali,Estación de Policía municipal,"3,105,120,890",3
Villavicencio,Estación de Policía Centauros,"3,214,549,125",19
Bogotá,Estación de Policía tunjuelito,"3,017,640,598",20
Pereira,Estación pereira,"3,013,461,312",27
Popayán,Estación de policía norte popayán,"3,014,399,995",26
Bogotá,Estación de Policía ciudad bolivar,"3,008,089,250",33
Cesar,Estación de Policía Bosconia,"3,126,519,246",2
Villavicencio,Estación de Policía Centauros,"3,214,537,915",11
Bogotá,Estación de Policía san cristobal,"3,017,558,964",33
Bucaramanga,Estación floridablanca centro,"3,013,461,888",8
Bogotá,Estación de Policía bosa,"3,013,460,265",70
Bogotá,Estación de Policía santa fe,"3,017,532,915",14
Cartagena,Estación de Policía bocagrande,"3,106,426,145",11
ValledeAburra,Estación San Javier,"3,043,520,346",13
Bucaramanga,Estación piedecuesta centro,"3,013,461,922",1
Bogotá,Estación de Policía kennedy,"3,002,000,968",82
Popayán,Estación de policía norte popayán,"3,012,471,061",1
Barranquilla,Estación de Policía bosque,"3,015,795,893",6
Bogotá,Estación de Policía ciudad bolivar,"3,002,027,283",7
ValledeAburra,Estación de Policía belen,"3,006,155,432",30
Bogotá,Estación de Policía fontibon,"3,002,029,152",7
Cali,Estación el vallado,"3,105,326,346",2
Bogotá,Estación de Policía bosa,"3,013,460,249",61
Uraba,Estación de Policía apartado,"3,016,537,222",4
ValledeAburra,Estación de Policía popular,"3,127,227,635",1
Putumayo,Estación de Policía puerto asis,"3,118,398,796",1
Pasto,Estación sur,"3,218,431,154",6
Cali,Estación el guabal,"3,014,380,184",10
Cali,Estación el diamante,"3,105,314,716",16
Cartagena,Estación de Policía centro historico,"3,015,743,845",5
ValledeAburra,Estación de Policía la castilla,"3,006,175,176",21
Caldas,Estación de Policía Manizales,"3,217,067,954",13
Bogotá,Estación de Policía usaquen,"3,008,049,530",2
Bogotá,Estación de Policía ciudad bolivar,"3,002,021,560",37
Cartagena,Estación de Policía los caracoles,"3,106,526,858",15
Bogotá,Estación de Policía antonio nariño,"3,002,022,058",13
Cali,Estación de Policía nueva floresta,"3,105,328,448",4
Cartagena,Estación de Policía centro historico,"3,106,314,114",9
Valle,Estación de Policía Cascajal,"3,014,391,775",40
Bogotá,Estación de Policía bosa,"3,013,460,275",74
Bogotá,Estación de Policía suba,"3,002,020,783",72
ValledeAburra,Estación de Policía itagui,"3,127,213,356",1
Bogotá,Estación de Policía kennedy,"3,002,017,287",50
ValledeAburra,Estación de Policía envigado,"3,127,131,553",15
Bogotá,Estación de Policía suba,"3,008,083,774",44
Bogotá,Estación de Policía san cristobal,"3,013,460,349",49
Cali,Estación fray damian,"3,014,396,372",9
Bogotá,Estación de Policía santa fe,"3,002,007,838",33
Guajira,Estación de Policía Maicao,"3,017,039,389",8
Cúcuta,Estación de Policía centro,"3,157,867,794",14
Bogotá,Estación de Policía kennedy,"3,008,094,498",57
Valle,Estación de Policía cartago,"3,014,408,819",4
Barranquilla,Estación de Policía bosque,"3,013,461,353",5
Bogotá,Estación de Policía usaquen,"3,017,538,171",29
Valle,Estación de Policía tulua,"3,016,527,313",10
Villavicencio,Estación de Policía Fundadores,"3,212,853,513",19
Bogotá,Estación de Policía usme,"3,007,923,951",22
Villavicencio,Estación de Policía Villavicencio,"3,212,617,534",20
Cali,Estación los mangos,"3,105,325,731",8
Cúcuta,Estación de Policía belen,"3,174,801,858",11
Barranquilla,Estación de Policía bosque,"3,013,461,355",1
Villavicencio,Estación de Policía Fundadores,"3,212,853,481",18
Neiva,Estación de Policía neiva,"3,016,537,239",74
Popayán,Estación de policía sur popayán,"3,174,337,462",46
Quindio,Estación Armenia,"3,128,305,209",19
Bogotá,Estación de Policía puente aranda,"3,007,458,851",23
Bogotá,Estación de Policía kennedy,"3,002,014,318",35
Bogotá,Estación de Policía chapinero,"3,002,017,174",17
ValledeAburra,Estación Laureles,"3,006,946,226",9
Bogotá,Estación de Policía san cristobal,"3,002,022,016",22
Caldas,Estación de Policía Manizales,"3,217,077,473",25
Bogotá,Estación de Policía bosa,"3,013,460,278",52
Neiva,Estación de Policía neiva,"3,016,555,956",47
Barranquilla,Estación de Policía ciudadela,"3,015,796,252",12
Bogotá,Estación de Policía bosa,"3,013,460,241",59
Cali,Estación desepaz,"3,105,334,660",10
Cúcuta,Estación de Policía ospina perez,"3,174,319,194",9
ValledeAburra,Estación de Policía la castilla,"3,014,650,988",17
Cundinamarca,Estación de Policía Fusagasuga,"3,004,720,984",3
Ibague,Estación de policía sur,"3,013,460,543",5
Bucaramanga,Estación e-01 norte,"3,013,460,589",2
Meta,Estación de Policía Cubarral,"3,142,810,396",1
Ibague,Estación de policía norte,"3,013,460,468",23
Valle,Estación de Policía palmira,"3,014,400,244",13
ValledeAburra,Estación de Policía envigado,"3,127,202,977",9
Pereira,Estación de Policía dos quebradas,"3,142,888,555",4
Barranquilla,Estación de Policía ciudadela,"3,013,461,207",1
ValledeAburra,Estación de Policía buenos aires,"3,127,225,374",2
Bogotá,Estación de Policía bosa,"3,002,015,477",46
Bogotá,Estación de Policía chapinero,"3,013,460,979",46
Cartagena,Estación de Policía virgen y turistica,"3,216,750,871",9
Bogotá,Estación de Policía engativa,"3,008,001,277",37
Valle,Estación de Policía Cascajal,"3,014,388,200",10
Pasto,Estación norte,"3,218,431,105",5
Cartagena,Estación de Policía el pozon,"3,013,461,759",13
Bogotá,Estación de Policía bosa,"3,008,054,173",23
Popayán,Estación de policía norte popayán,"3,014,395,571",8
ValledeAburra,Estación de Policía aranjuez,"3,006,154,471",31
Cordoba,Estación de Policía Lorica,"3,205,718,331",3
Bogotá,Estación de Policía chapinero,"3,008,097,931",18
Pasto,Estación norte,"3,218,431,106",6
Popayán,Estación de policía sur popayán,"3,014,386,697",27
Bogotá,Estación de Policía rafael uribe,"3,008,098,726",13
ValledeAburra,Estación de Policía la castilla,"3,127,203,739",12
Cartagena,Estación de Policía centro historico,"3,135,423,380",16
ValledeAburra,Estación de Policía belen,"3,127,133,058",3
Caldas,Estación de Policía Manizales,"3,217,086,544",7
ValledeAburra,Estación Laureles,"3,006,170,290",18
Bogotá,Estación de Policía fontibon,"3,002,011,329",29
Pereira,Estación cuba,"3,104,978,176",2
Bogotá,Estación de Policía kennedy,"3,013,460,773",113
ValledeAburra,Estación de Policía la castilla,"3,127,160,007",2
Quindio,Estación Armenia,"3,128,200,097",20
Cali,Estación los mangos,"3,105,193,265",3
Cartagena,Estación de Policía los caracoles,"3,135,424,599",7
Cali,Estación de Policía yumbo,"3,014,659,411",10
Popayán,Estación de policía sur popayán,"3,014,391,671",39
SantaMarta,Estación de Policía rodrigo de bastidas,"3,008,743,533",5
Barranquilla,Estación de Policía riomar,"3,013,461,770",6
Barranquilla,Estación de Policía norte,"3,013,461,750",11
Bogotá,Estación de Policía antonio nariño,"3,017,574,950",22
Cali,Estación de Policía yumbo,"3,013,935,802",11
Bogotá,Estación de Policía usaquen,"3,017,559,858",9
Cuaca,Estación de Policía Piendamo,"3,102,414,781",11
Bogotá,Estación de Policía usaquen,"3,008,004,665",11
ValledeAburra,Estación Laureles,"3,014,671,976",13
ValledeAburra,Estación de Policía belen,"3,006,147,292",36
Bogotá,Estación de Policía candelaria,"3,013,460,725",21
Bogotá,Estación de Policía ciudad bolivar,"3,007,458,723",68
Bogotá,Estación de Policía engativa,"3,017,557,450",8
Bogotá,Estación de Policía bosa,"3,002,016,904",31
ValledeAburra,Estación de Policía buenos aires,"3,127,143,810",4
Cali,Estación de Policía alfonso lopez,"3,014,655,443",8
Uraba,Estación de Policíaturbo,"3,016,557,606",2
Bogotá,Estación de Policía suba,"3,013,460,835",84
ValledeAburra,Estación de Policía poblado,"3,006,146,594",25
SantaMarta,Estación de Policía el rodadero,"3,008,744,586",1
Bogotá,Estación de Policía barrios unidos,"3,008,096,782",6
Cartagena,Estación de Policía caribe norte,"3,135,420,892",21
ValledeAburra,Estación de Policía belen,"3,006,161,366",25
Valle,Estación de Policía buga,"3,014,397,232",7
Cali,Estación de Policía floralia,"3,014,649,193",8
Villavicencio,Estación de Policía Villavicencio,"3,212,611,570",13
Ibague,Estación de policía centro,"3,013,460,556",5
Bogotá,Estación de Policía san cristobal,"3,013,460,345",52
Bogotá,Estación de Policía suba,"3,013,460,920",105
ValledeAburra,Estación de Policía envigado,"3,127,128,902",12
Antioquia,Estación Caucasia,"3,148,447,487",2
Bogotá,Estación de Policía santa fe,"3,002,030,787",42
Pereira,Estación pereira,"3,013,461,766",25
Bogotá,Estación de Policía antonio nariño,"3,002,008,319",20
Pasto,Estación sur,"3,218,431,151",3
Popayán,Estación de policía sur popayán,"3,014,382,994",18
ValledeAburra,Estación de Policía belen,"3,006,164,878",24
Bogotá,Estación de Policía martires,"3,013,460,709",32
Bogotá,Estación de Policía tunjuelito,"3,017,557,530",3
Neiva,Estación de Policía neiva,"3,016,555,045",34
ValledeAburra,Estación de Policía belen,"3,127,134,142",12
Bogotá,Estación de Policía candelaria,"3,017,558,571",11
ValledeAburra,Estación de Policía belen,"3,127,142,416",6
Barranquilla,Estación de Policía muvdi,"3,015,780,257",3
Bogotá,Estación de Policía engativa,"3,013,460,218",65
Bogotá,Estación de Policía san cristobal,"3,002,025,540",13
Cartagena,Estación de Policía virgen y turistica,"3,215,041,313",12
Bogotá,Estación de Policía martires,"3,008,005,419",16
Bogotá,Estación de Policía bosa,"3,017,607,277",47
Ibague,Estación de policía sur,"3,013,460,522",16
Bogotá,Estación de Policía barrios unidos,"3,013,461,804",33
Bogotá,Estación de Policía bosa,"3,008,091,286",27
ValledeAburra,Estación de Policía la candelaria,"3,014,382,599",37
Cali,Estación desepaz,"3,105,203,924",2
